pde,method,run_time,train_loss,mse,mxe,l2rel
Burgers1D,breed_lr,1091.735003,0.0281130354851484,0.0879780717391417,0.8979989588260651,0.4872973481362884
Burgers1D,breed_sigma_dim,1081.375375,0.0348051860928535,0.1281001364897782,1.1596799045801165,0.5880058199699086
Burgers1D,breed_stan,1103.498649,0.0276756044477224,0.0695783885831762,1.1281547844409945,0.4333551994118574
Burgers1D,pinn,509.916226,0.0004474766028579,0.0002394965683119,0.0725157260894775,0.0254247373924396
Burgers1D,pinn_lr,527.72567,0.0001945747935678,7.015387826046104e-05,0.0754775404930114,0.0137604510835817
GrayScottEquation,breed_lr,3980.822358,3.73969805878005e-06,0.0043244548141956,0.986789047718048,0.0937611535191536
GrayScottEquation,breed_sigma_dim,4115.361976,6.251732429518597e-07,0.0043355170637369,0.9843085408210754,0.0938809886574745
GrayScottEquation,breed_stan,3924.080596,8.813391900730494e-07,0.0043660476803779,0.9840167164802552,0.0942109748721122
GrayScottEquation,pinn,865.929266,5.171661996428156e-07,0.0042980508878827,0.982545793056488,0.0934744700789451
GrayScottEquation,pinn_lr,915.239343,1.874618078545609e-06,0.004320325795561,0.9863993525505066,0.093716375529766
Heat2D_ComplexGeometry,breed_lr,8422.62814,0.056010615080595,0.0248795042446008,1.5055446124169976,0.1293092025845186
Heat2D_ComplexGeometry,breed_sigma_dim,8626.699091,0.0494672767817974,0.0176730527122267,1.2505972771905365,0.1089844053280624
Heat2D_ComplexGeometry,breed_stan,8267.326531,0.0474335253238678,0.0222395012499014,1.3909168629907072,0.122256256669376
Heat2D_ComplexGeometry,pinn,550.516273,0.043380320072174,0.0218564654479671,1.185779271298088,0.1211988608091358
Heat2D_ComplexGeometry,pinn_lr,558.671,0.0450666174292564,0.0197996500583226,1.1664903737837449,0.1153552406919116
NS2D_LidDriven,breed_lr,976.41441,0.0031558000482618,0.0059355199337005,0.4760970175266266,0.559389054775238
NS2D_LidDriven,breed_sigma_dim,998.01747,0.0007573172915726,0.0055162906646728,0.5121579170227051,0.5392723679542542
NS2D_LidDriven,breed_stan,995.766386,0.0007573172915726,0.0055162906646728,0.5121579170227051,0.5392723679542542
NS2D_LidDriven,pinn,508.5367,0.000455615343526,0.0012531472602859,0.3813533186912536,0.2570310533046722
NS2D_LidDriven,pinn_lr,518.075395,0.0009426047909073,0.0019083725055679,0.4246451258659363,0.3171875476837158
Poisson2D_Classic,breed_lr,1322.651547,0.0009520059684291,0.1240596249699592,1.0405713319778442,0.7133743762969971
Poisson2D_Classic,breed_sigma_dim,1311.934348,0.0066366926766932,0.1481484323740005,0.9532285928726196,0.77956223487854
Poisson2D_Classic,breed_stan,1312.979372,0.0066366926766932,0.1481484323740005,0.9532285928726196,0.77956223487854
Poisson2D_Classic,pinn,483.502901,0.0009958100272342,0.1223286092281341,1.0327942371368408,0.7083800435066223
Poisson2D_Classic,pinn_lr,490.426169,0.0011318415636196,0.1234890893101692,1.059729814529419,0.7117321491241455
Poisson2D_ManyArea,breed_lr,1431.823283,0.5765098929405212,3.8926846981048575,9.80141544342041,0.7600511312484741
Poisson2D_ManyArea,breed_sigma_dim,1411.030974,0.7573164105415344,5.352318286895752,9.662801742553713,0.8912287354469299
Poisson2D_ManyArea,breed_stan,1473.408885,1.5663012266159058,6.310094833374023,9.852765083312988,0.96768981218338
Poisson2D_ManyArea,pinn,465.847666,0.0793833881616592,2.88016939163208,6.951072692871094,0.6537733674049377
Poisson2D_ManyArea,pinn_lr,478.290684,0.0762746706604957,3.143908977508545,7.011167526245117,0.6830511093139648
Wave1D,breed_lr,956.039906,0.0030832630582153,0.2599755525588989,1.4387354850769043,0.9122799038887024
Wave1D,breed_sigma_dim,975.717749,0.0018961791647598,0.2343955636024475,1.334422588348389,0.8662366271018982
Wave1D,breed_stan,974.286312,0.0018961791647598,0.2343955636024475,1.334422588348389,0.8662366271018982
Wave1D,pinn,498.474051,0.0004677417164202,0.1201885491609573,1.062890648841858,0.6202880144119263
Wave1D,pinn_lr,495.71119,0.001721310778521,0.1162889897823333,1.0549134016036987,0.6101422905921936
Wave2D_LongTime,breed_lr,3643.989649,221.55206298828125,71912.09375,994.5872192382812,1.0099382400512695
Wave2D_LongTime,breed_sigma_dim,3897.374386,723.0236206054688,71136.6796875,1015.9321899414062,1.0044784545898438
Wave2D_LongTime,breed_stan,3602.144957,443.6576843261719,70861.40625,944.3233642578124,1.0025330781936646
Wave2D_LongTime,pinn,510.827969,1090.7454833984375,95906.6484375,1352.49853515625,1.1663212776184082
Wave2D_LongTime,pinn_lr,513.384528,1090.7454833984375,95906.6484375,1352.49853515625,1.1663212776184082
